email,{M5E7-W6HQ93IE-2962BFDO},07/08/2010 11:51:00,KTW0365,PC-9776,Tatiana.Indira.Hanson@dtaa.com,,,Kyle.Tanner.Whitaker@dtaa.com,28771,0,my work not appreciated i work weekends fed up my work not appreciated complaints i work weekends no gratitude no gratitude my work not appreciated my work not appreciated my work not appreciated my work not appreciated i work holidays i work holidays i work after-hours company will suffer i work holidays company will suffer i work weekends company will suffer i work holidays fed up company will suffer fed up i work weekends i may leave too much my work not appreciated my work not appreciated i work holidays my work not appreciated company will suffer i may leave too much i may leave i work holidays complaints i work holidays too much i work after-hours my work not appreciated company will suffer company will suffer my work not appreciated
email,{S7R0-O4QK56GS-0257MCIC},07/08/2010 12:29:27,TIH0348,PC-2340,Kyle.Tanner.Whitaker@dtaa.com,,,Tatiana.Indira.Hanson@dtaa.com,25020,0,hard job vacation vacation rest valued employee valued employee hard job valued employee training training valued employee you are appreciated rest good work lets talk training good work schedule you are appreciated you are appreciated vacation you are appreciated vacation you are appreciated good work valued employee rest vacation you are appreciated vacation lets talk good work hard job hard job valued employee good work rest you are appreciated lunch hard job vacation lets talk lunch good work lets talk lets talk rest lunch schedule lunch you are appreciated
email,{A0G8-T3CH95YI-0492KKLI},07/08/2010 13:15:49,KTW0365,PC-9776,Tatiana.Indira.Hanson@dtaa.com,,,Kyle.Tanner.Whitaker@dtaa.com,11306,0,take me seriously i will leave i am irreplaceable two faced bad things angry outraged angry i am irreplaceable bad things i am irreplaceable i will leave two faced i will leave bad things two faced angry i am irreplaceable i will leave i am irreplaceable angry i am irreplaceable two faced bad things i am irreplaceable angry angry i will leave outraged i will leave two faced i am irreplaceable i will leave outraged i will leave angry not my fault i am irreplaceable i will leave angry i am irreplaceable
email,{T4C7-Y3QZ72HF-6480CLRQ},07/08/2010 16:15:06,TIH0348,PC-2340,Kyle.Tanner.Whitaker@dtaa.com,,,Tatiana.Indira.Hanson@dtaa.com,21637,0,take some time off training lets talk today no one is irreplaceable no one is irreplaceable take some time off promote training valued employee you are diligent valued employee promote assistance training demanding job lets talk today promote promote assistance valued employee assistance promote lets talk today demanding job lets talk today training take some time off valued employee take some time off assistance demanding job unrelenting unrelenting demanding job valued employee demanding job take some time off take some time off unrelenting lets talk today take some time off valued employee
http,{Z8O8-G2UI61TW-7042FUSY},07/08/2010 17:25:00,KTW0365,PC-9776,http://download.cnet.com/Refog-Free-Keylogger/Climate_of_Ohio/snowiest/NNXrlybttre1252221508.aspx,surveillance monitor program file free keyboard free stealth program hidden secure advanced stealth username effective file covert username surveillance pc easy monitor password password surveillance activity captured easy easy program download undetectable easy password everything covert secure gui advanced recommend effective trial keylogging advanced effective file hidden password download secure pc illegal pc covert
device,{Z3S9-V3YA81DN-1035IEIF},07/08/2010 17:57:23,KTW0365,PC-9776,Connect
file,{W5C3-R9ES43FF-7664ZAIM},07/08/2010 17:58:43,KTW0365,PC-9776,4D7W09A2.exe,4D-5A-90-00-03-00-00-00-04-00-00-00-FF-FF-00-00-B8-00-00-00-00-00-00-00-40-00 recommend file username effective download file username surveillance surveillance everything everything keylogging hidden free stealth keyboard password surveillance keylogging stealth surveillance undetectable pc keylogging username everything program pc covert monitor file captured pc trial keyboard stealth file malware username file activity monitor everything recommend pc download captured hidden keylogging gui trial secure file keylogging monitor
device,{G0P4-R1EV00ZR-7722JKII},07/08/2010 18:11:33,KTW0365,PC-9776,Disconnect
logon,{G1X5-D2ZR13AT-3300FQAZ},07/08/2010 22:16:35,KTW0365,PC-2340,Logon
device,{F2Y0-Y8NY32DV-1764XRMJ},07/08/2010 22:21:04,KTW0365,PC-2340,Connect
device,{F5E9-U0CT29UL-9654KQOV},07/08/2010 22:26:53,KTW0365,PC-2340,Disconnect
logon,{M9H2-F1UK97WG-7476USLW},07/08/2010 22:29:11,KTW0365,PC-2340,Logoff
logon,{X0F1-T3HE84DE-7088YIEP},07/09/2010 20:19:03,KTW0365,PC-2340,Logon
logon,{K0O9-Q9KG90FL-8984BVLW},07/09/2010 20:30:47,KTW0365,PC-2340,Logoff
logon,{S1J4-J1EH68UV-8409PNZG},07/09/2010 20:39:18,TIH0348,PC-2340,Logon
email,{L9P8-E9XP47IB-0015YTUX},07/09/2010 20:43:29,TIH0348,PC-2340,Blaine.John.Whitney@dtaa.com;Jessamine.Hedwig.Holden@dtaa.com;Signe.Dora.Mcdowell@dtaa.com;Chava.Darrel.Lindsey@dtaa.com,Shelly.Amy.Morin@dtaa.com;Aiko.Shellie.Weber@dtaa.com;Channing.Stephen.Carson@dtaa.com;Neve.Pamela.Andrews@dtaa.com;Irene.Patience.Burnett@dtaa.com,,Tatiana.Indira.Hanson@dtaa.com,32269,0,notice project funding refocus cancelled disolve disolve terminated budget project rescind funding terminated disolve budget hr intention terminated budget down size hr funding terminated intention budget terminated notice notice budget hr project rescind project project notice reallocate reassign notice cancelled refocus funding disolve
logon,{A7X8-F2GA56AX-7571GQQE},07/09/2010 20:54:16,TIH0348,PC-2340,Logoff
